AGE_x,MP,PLAYER_NAME,PLUSMINUS,LT_06_PCT,FREQ,TEAM_ABBREVIATION_x,season,source_x,POSITION_x,AGE_y,DLEBRON,DDRIP,DDARKO,DBPM,CraftedDPM_x,TEAM_ABBREVIATION_y,source_y,POSITION_y,AGE,VersatilityRating,MatchupDifficulty,CraftedDPM_y,TEAM_ABBREVIATION,POSITION,source
,,Tristan Vukcevic,,,,,2023-24,,,,,,,,,,,,21,22.0,8.8,-0.2 31%,WAS,C,craftednba
,,Tristan da Silva,,,,,2023-24,,,,,,,,,,,,23,90.6,38.0,-0.6 28%,ORL,PF,craftednba
,,Ty Jerome,,,,,2023-24,,,,,,,,,,,,27,52.7,41.8,-0.4 36%,CLE,PG,craftednba
,,Tyler Herro,,,,,2023-24,,,,,,,,,,,,25,29.1,42.8,-1.4 11%,MIA,SG,craftednba
,,Tyler Kolek,,,,,2023-24,,,,,,,,,,,,23,13.2,17.8,-0.6 36%,NYK,PG,craftednba
,,Tyrese Haliburton,,,,,2023-24,,,,,,,,,,,,24,21.3,33.6,-0.2 49%,IND,PG,craftednba
,,Tyrese Martin,,,,,2023-24,,,,,,,,,,,,25,63.0,44.1,-0.8 22%,BKN,SG,craftednba
,,Tyrese Maxey,,,,,2023-24,,,,,,,,,,,,24,51.6,56.7,-1.7 6%,PHI,PG,craftednba
,,Tyus Jones,,,,,2023-24,,,,,,,,,,,,28,20.9,61.3,-2 4%,PHX,PG,craftednba
,,Vasilije Micić,,,,,2023-24,,,,,,,,,,,,31,50.0,41.5,-1.1 14%,PHX,PG,craftednba
21.0,1527.0,Victor Wembanyama,-13.6%,50.8%,42.7%,SAS,2023-24,craftednba,C,21.0,2.4,2.7,2.1,2.9,4 100%,SAS,craftednba,C,21,7.2,55.2,4 100%,SAS,C,craftednba
,,Vince Williams Jr.,,,,,2023-24,,,,,,,,,,,,24,57.0,87.2,-0.1 52%,MEM,SG,craftednba
,,Vít Krejčí,,,,,2023-24,,,,,,,,,,,,24,52.0,41.3,0.2 55%,ATL,SF,craftednba
23.0,1740.0,Walker Kessler,-10.8%,53.4%,38%,UTA,2023-24,craftednba,C,,,,,,,,,,23,8.7,66.3,1.8 89%,UTA,C,craftednba
,,Wendell Carter Jr.,,,,,2023-24,,,25.0,1.1,1.5,1.4,0.9,1.9 91%,ORL,craftednba,C,25,14.8,55.7,1.9 91%,ORL,C,craftednba
,,Wendell Moore Jr.,,,,,2023-24,,,,,,,,,,,,23,71.5,30.0,-0.4 33%,CHA,SG,craftednba
,,Yves Missi,,,,,2023-24,,,,,,,,,,,,20,8.1,56.4,-1.4 42%,NOP,C,craftednba
,,Zaccharie Risacher,,,,,2023-24,,,,,,,,,,,,19,76.5,50.0,-1.7 3%,ATL,SF,craftednba
,,Zach Collins,,,,,2023-24,,,,,,,,,,,,27,6.7,45.3,1.3 84%,CHI,C,craftednba
,,Zach Edey,,,,,2023-24,,,,,,,,,,,,22,3.8,43.4,0.7 81%,MEM,C,craftednba
,,Zach LaVine,,,,,2023-24,,,,,,,,,,,,29,64.1,61.6,-1.3 7%,SAC,SG,craftednba
24.0,608.0,Zeke Nnaji,-11.5%,50.7%,42%,DEN,2023-24,craftednba,PF,,,,,,,,,,24,92.8,45.2,1.2 82%,DEN,PF,craftednba
,,Ziaire Williams,,,,,2023-24,,,,,,,,,,,,23,80.9,71.8,-0.3 43%,BKN,SF,craftednba
,,Zion Williamson,,,,,2023-24,,,,,,,,,,,,24,66.1,58.3,0.1 56%,NOP,PF,craftednba
24.0,432.0,,-9.5%,53.1%,37.2%,,2023-24,craftednba,C,,,,,,,,,,34,80.5,46.6,-0.6 31%,,PG,craftednba
24.0,432.0,,-9.5%,53.1%,37.2%,,2023-24,craftednba,C,,,,,,,,,,22,70.6,42.8,0.1 53%,,SG,craftednba
24.0,432.0,,-9.5%,53.1%,37.2%,,2023-24,craftednba,C,,,,,,,,,,24,61.9,17.6,-0.1 44%,,C,craftednba
24.0,432.0,,-9.5%,53.1%,37.2%,,2023-24,craftednba,C,,,,,,,,,,26,20.6,39.0,1.1 80%,,C,craftednba
24.0,432.0,,-9.5%,53.1%,37.2%,,2023-24,craftednba,C,,,,,,,,,,24,18.2,53.8,-0.2 46%,,SG,craftednba
24.0,432.0,,-9.5%,53.1%,37.2%,,2023-24,craftednba,C,,,,,,,,,,25,11.9,26.2,-0.1 48%,,C,craftednba
24.0,432.0,,-9.5%,53.1%,37.2%,,2023-24,craftednba,C,,,,,,,,,,32,5.6,39.5,0.4 68%,,C,craftednba
24.0,432.0,,-9.5%,53.1%,37.2%,,2023-24,craftednba,C,,,,,,,,,,29,3.0,48.0,1.2 81%,,C,craftednba
26.0,413.0,,-8.7%,53.7%,39.9%,,2023-24,craftednba,C,,,,,,,,,,34,80.5,46.6,-0.6 31%,,PG,craftednba
26.0,413.0,,-8.7%,53.7%,39.9%,,2023-24,craftednba,C,,,,,,,,,,22,70.6,42.8,0.1 53%,,SG,craftednba
26.0,413.0,,-8.7%,53.7%,39.9%,,2023-24,craftednba,C,,,,,,,,,,24,61.9,17.6,-0.1 44%,,C,craftednba
26.0,413.0,,-8.7%,53.7%,39.9%,,2023-24,craftednba,C,,,,,,,,,,26,20.6,39.0,1.1 80%,,C,craftednba
26.0,413.0,,-8.7%,53.7%,39.9%,,2023-24,craftednba,C,,,,,,,,,,24,18.2,53.8,-0.2 46%,,SG,craftednba
26.0,413.0,,-8.7%,53.7%,39.9%,,2023-24,craftednba,C,,,,,,,,,,25,11.9,26.2,-0.1 48%,,C,craftednba
26.0,413.0,,-8.7%,53.7%,39.9%,,2023-24,craftednba,C,,,,,,,,,,32,5.6,39.5,0.4 68%,,C,craftednba
26.0,413.0,,-8.7%,53.7%,39.9%,,2023-24,craftednba,C,,,,,,,,,,29,3.0,48.0,1.2 81%,,C,craftednba
